Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides TMT_BP123	Peptides TMT_BP456	Razor + unique peptides TMT_BP123	Razor + unique peptides TMT_BP456	Unique peptides TMT_BP123	Unique peptides TMT_BP456	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 TMT_BP123	Reporter intensity corrected 2 TMT_BP123	Reporter intensity corrected 3 TMT_BP123	Reporter intensity corrected 4 TMT_BP123	Reporter intensity corrected 5 TMT_BP123	Reporter intensity corrected 6 TMT_BP123	Reporter intensity corrected 1 TMT_BP456	Reporter intensity corrected 2 TMT_BP456	Reporter intensity corrected 3 TMT_BP456	Reporter intensity corrected 4 TMT_BP456	Reporter intensity corrected 5 TMT_BP456	Reporter intensity corrected 6 TMT_BP456	Reporter intensity 1 TMT_BP123	Reporter intensity 2 TMT_BP123	Reporter intensity 3 TMT_BP123	Reporter intensity 4 TMT_BP123	Reporter intensity 5 TMT_BP123	Reporter intensity 6 TMT_BP123	Reporter intensity 1 TMT_BP456	Reporter intensity 2 TMT_BP456	Reporter intensity 3 TMT_BP456	Reporter intensity 4 TMT_BP456	Reporter intensity 5 TMT_BP456	Reporter intensity 6 TMT_BP456	Reporter intensity count 1 TMT_BP123	Reporter intensity count 2 TMT_BP123	Reporter intensity count 3 TMT_BP123	Reporter intensity count 4 TMT_BP123	Reporter intensity count 5 TMT_BP123	Reporter intensity count 6 TMT_BP123	Reporter intensity count 1 TMT_BP456	Reporter intensity count 2 TMT_BP456	Reporter intensity count 3 TMT_BP456	Reporter intensity count 4 TMT_BP456	Reporter intensity count 5 TMT_BP456	Reporter intensity count 6 TMT_BP456	Sequence coverage TMT_BP123 [%]	Sequence coverage TMT_BP456 [%]	Intensity	Intensity TMT_BP123	Intensity TMT_BP456	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P36915	P36915	6	6	6	Guanine nucleotide-binding protein-like 1	GNL1	sp|P36915|GNL1_HUMAN Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2	1	6	6	6	3	6	3	6	3	6	11.4	11.4	11.4	68.66	607	607	1.33	6	3	0	16.271	100260	107190	123650	113240	138740	126970	94992	106940	128480	113510	139290	123140	9	9	9	9	9	9	20574	26251	20357	25624	27983	21856	79685	80943	103290	87617	110750	105110	19513	25821	22030	25235	28093	21317	75479	81122	106450	88279	111200	101820	3	3	3	3	3	3	6	6	6	6	6	6	6.4	11.4	96471000	28247000	68224000	9				1155	6933;7007;12555;16087;16626;25720	True;True;True;True;True;True	6930;7004;12572;16116;16656;25749	19540;19734;19735;36210;36211;46241;46242;47725;73008	20124;20320;20321;37375;37376;47798;47799;49302;75174	20124;20321;37375;47799;49302;75174		
P36954	P36954	2	2	2	DNA-directed RNA polymerase II subunit RPB9	POLR2I	sp|P36954|RPB9_HUMAN DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens OX=9606 GN=POLR2I PE=1 SV=1	1	2	2	2	2	1	2	1	2	1	20	20	20	14.523	125	125	1.75	1	3	0	6.8955	49425	60105	56956	59752	68282	56994	46863	59400	60219	59375	68550	55451	4	4	4	4	4	4	36832	51168	42803	47491	54867	43767	12593	8937.7	14153	12261	13415	13226	34952	50186	45773	47099	54993	42653	11911	9214.4	14446	12276	13557	12798	3	3	3	3	3	3	1	1	1	1	1	1	20	13.6	60415000	45013000	15402000	4				1156	18137;23905	True;True	18159;23929	51895;51896;67716;67717	53570;53571;69743;69744	53570;69744		
P36955;CON__Q95121	P36955;CON__Q95121	2;1	2;1	2;1	Pigment epithelium-derived factor	SERPINF1	sp|P36955|PEDF_HUMAN Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4;	2	2	2	2	2	0	2	0	2	0	5	5	5	46.312	418	418;416	1	2		0	4.2922	16394	19936	15423	16098	19265	16666	15544	19653	16548	16032	19326	16194	2	2	2	2	2	2	16394	19936	15423	16098	19265	16666	0	0	0	0	0	0	15544	19653	16548	16032	19326	16194	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	5	0	11763000	11763000	0	2			+	1157	14232;23992	True;True	14252;24016	40892;67947	42240;69977	42240;69977		
P36957	P36957	10	10	10	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4	1	10	10	10	10	9	10	9	10	9	28.7	28.7	28.7	48.755	453	453	1.47	17	15	0	34.081	595110	641660	692220	700180	820470	686110	563870	639200	724910	697390	822950	667490	31	31	31	31	31	31	335180	405190	335930	433920	432430	341180	259930	236470	356290	266260	388040	344930	317790	399880	362010	425690	435910	332630	246080	239320	362900	271690	387040	334860	16	16	16	16	16	16	15	15	15	15	15	15	28.7	27.2	1043900000	546800000	497070000	33				1158	318;1364;2197;4876;5163;5221;9898;19224;24703;25834	True;True;True;True;True;True;True;True;True;True	312;1354;2188;4869;5158;5216;9903;19249;24729;25863	810;811;812;3837;3838;6229;6230;6231;6232;6233;6234;6235;6236;13763;13764;14654;14655;14792;28048;28049;28050;55067;55068;55069;55070;70078;70079;70080;70081;73325;73326;73327	834;835;836;3947;3948;6424;6425;6426;6427;6428;6429;6430;6431;6432;14184;14185;15103;15104;15243;28875;28876;28877;56821;56822;56823;56824;72165;72166;72167;72168;75493;75494;75495	834;3948;6427;14185;15104;15243;28877;56824;72166;75495		
P37059	P37059	2	2	2	Estradiol 17-beta-dehydrogenase 2	HSD17B2	sp|P37059|DHB2_HUMAN Estradiol 17-beta-dehydrogenase 2 OS=Homo sapiens OX=9606 GN=HSD17B2 PE=1 SV=1	1	2	2	2	1	1	1	1	1	1	6.5	6.5	6.5	42.785	387	387	1	2		0.0045825	1.6097	25105	31570	36811	31797	48015	34587	23808	31248	38178	32229	47574	33842	2	2	2	2	2	2	14363	19542	19735	19481	27428	19107	10742	12028	17077	12316	20586	15480	13628	19232	20748	19558	27213	18722	10180	12016	17430	12671	20361	15120	1	1	1	1	1	1	1	1	1	1	1	1	2.6	3.9	15671000	9224700	6446700	2				1159	10881;17016	True;True	10891;17046	31014;48863	31966;50454	31966;50454		
P37108	P37108	5	5	5	Signal recognition particle 14 kDa protein	SRP14	sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2	1	5	5	5	5	4	5	4	5	4	33.8	33.8	33.8	14.57	136	136	1.38	10	6	0	19.803	414620	461700	464720	455700	529950	469910	392930	458680	488020	454510	532580	456230	16	16	16	16	16	16	201070	269470	221310	262490	257560	213220	213550	192240	243420	193210	272390	256690	190760	264650	237560	258290	260140	207510	202160	194030	250450	196220	272440	248720	9	9	9	9	9	9	7	7	7	7	7	7	33.8	33.1	522250000	277380000	244870000	17				1160	12791;13498;13602;24951;26571	True;True;True;True;True	12809;13517;13621;24977;26604	36904;36905;38922;38923;38924;38925;38926;38927;39242;70733;70734;70735;75542;75543;75544;75545	38098;38099;40197;40198;40199;40200;40201;40202;40551;72824;72825;72826;77776;77777;77778;77779;77780	38099;40202;40551;72824;77780		
P37198	P37198	3	3	3	Nuclear pore glycoprotein p62	NUP62	sp|P37198|NUP62_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3	1	3	3	3	2	2	2	2	2	2	8.2	8.2	8.2	53.254	522	522	1.75	1	3	0	9.1682	93019	95027	103830	100300	116180	118550	88112	94961	108420	100080	117280	114580	4	4	4	4	4	4	29448	36150	25835	36522	34796	34320	63571	58877	77994	63774	81385	84225	27923	35591	28306	35674	35372	33207	60189	59370	80119	64409	81912	81377	2	2	2	2	2	2	2	2	2	2	2	2	5.6	5.6	47140000	21714000	25426000	4				1161	6982;10886;21155	True;True;True	6979;10896;21182	19671;19672;31037;60181	20255;20256;31989;62002	20256;31989;62002		
P37235;P84074;P61601	P37235;P84074;P61601	4;2;2	4;2;2	4;2;2	Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin;Neurocalcin-delta	HPCAL1;HPCA;NCALD	sp|P37235|HPCL1_HUMAN Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3;sp|P84074|HPCA_HUMAN Neuron-specific calcium-binding protein hippocalcin OS=Homo sapiens OX=9606 GN=HPCA PE=1 SV=2;sp|P61601|NCALD_HUMAN Neurocalcin-delta OS=Homo 	3	4	4	4	4	4	4	4	4	4	23.3	23.3	23.3	22.313	193	193;193;193	1.5	4	4	0	13.709	145360	142240	181550	172830	188130	174720	137660	142860	187840	172200	189810	169370	8	8	8	8	8	8	59743	70727	54723	78150	68029	56473	85616	71515	126830	94676	120110	118250	56636	69815	59578	76115	69103	54954	81025	73049	128260	96088	120710	114420	4	4	4	4	4	4	4	4	4	4	4	4	23.3	23.3	144780000	67401000	77383000	8				1162	6752;7703;17789;21940	True;True;True;True	6749;7702;17811;21967	19059;19060;21677;21678;50933;50934;62250;62251	19633;19634;22287;22288;52583;52584;64092;64093	19634;22287;52583;64092		
P37268	P37268	14	14	14	Squalene synthase	FDFT1	sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1	1	14	14	14	12	12	12	12	12	12	43.9	43.9	43.9	48.115	417	417	1.44	19	15	0	47.475	744820	842490	864190	811020	965160	816480	705900	836520	904850	811310	967830	794000	35	35	35	35	35	35	331180	439310	403300	443380	428080	356440	413640	403180	460890	367640	537080	460040	314180	432240	427890	437450	432750	346820	391730	404280	476970	373860	535080	447180	18	18	18	18	18	18	17	17	17	17	17	17	39.1	33.1	729110000	319790000	409330000	35				1163	1265;1436;3068;4883;5737;11396;15020;18981;19978;20722;22005;24861;28483;28680	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1254;1426;3054;4876;5733;11408;15042;19006;20003;20748;22032;24887;28520;28720	3553;4020;8633;8634;8635;13787;13788;16195;16196;32701;32702;43171;43172;43173;43174;54413;57065;57066;58993;58994;58995;58996;58997;62443;62444;62445;62446;62447;62448;70513;70514;81060;81647;81648	3656;4139;8885;8886;8887;14208;14209;14210;16678;16679;33714;33715;44607;44608;44609;44610;56161;58832;58833;60787;60788;60789;60790;60791;64286;64287;64288;64289;64290;64291;72603;72604;83535;84148;84149	3656;4139;8886;14209;16678;33715;44607;56161;58833;60790;64286;72604;83535;84148		
P37802	P37802	4	4	3	Transgelin-2	TAGLN2	sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3	1	4	4	3	1	4	1	4	1	3	25.6	25.6	18.6	22.391	199	199	1.5	3	3	0	13.161	58812	66762	71494	52877	84156	68412	55740	66320	74099	54226	83514	66624	5	5	5	5	5	5	11269	10425	13574	11900	16821	13514	47543	56337	57920	40976	67334	54898	10669	10510	14001	12018	16746	13167	45071	55810	60098	42209	66767	53457	2	2	2	2	2	2	3	3	3	3	3	3	7	25.6	36424000	8718600	27705000	5				1164	8936;18375;20246;24507	True;True;True;True	8938;18397;20271;24532	25239;52539;57771;57772;57773;69479	26003;54220;59547;59548;59549;71549	26003;54220;59549;71549		
P37837	P37837	17	17	17	Transaldolase	TALDO1	sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2	1	17	17	17	16	14	16	14	16	14	45.4	45.4	45.4	37.54	337	337	1.41	40	28	0	48.777	2556600	2357900	2364200	2802300	3025800	2637300	2420500	2367600	2504800	2764400	3048200	2562000	67	67	67	67	67	67	1402000	1386000	1135900	1582100	1503600	1162800	1154600	971890	1228300	1220100	1522300	1474500	1327800	1382400	1230000	1545700	1518100	1134500	1092700	985250	1274700	1218600	1530000	1427500	34	34	34	34	34	34	33	33	33	33	33	33	42.1	35.9	5985700000	2902600000	3083200000	68				1165	255;1394;7686;12225;12226;13689;15050;15132;15693;16594;16691;17448;21193;23557;24364;27221;27795	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	249;1384;7685;12240;12241;13708;15072;15154;15718;16624;16721;17473;21220;23581;24389;27255;27831	642;643;644;645;646;647;648;649;3915;21628;35236;35237;35238;35239;35240;35241;35242;35243;35244;35245;35246;39486;39487;43290;43554;43555;43556;43557;43558;43559;45160;45161;45162;47620;47621;47622;47623;47624;47909;47910;50027;50028;60274;60275;60276;60277;66714;66715;66716;66717;66718;69105;69106;69107;69108;77280;77281;79037;79038;79039;79040;79041;79042;79043;79044;79045;79046;79047	648;649;650;651;652;653;654;655;4028;22238;36335;36336;36337;36338;36339;36340;36341;36342;36343;36344;36345;40803;40804;44739;45018;45019;45020;45021;45022;45023;46684;46685;46686;49197;49198;49199;49200;49201;49487;49488;51658;51659;62095;62096;62097;62098;68701;68702;68703;68704;68705;71173;71174;71175;71176;79548;79549;81463;81464;81465;81466;81467;81468;81469;81470;81471;81472;81473	649;4028;22238;36336;36343;40803;44739;45022;46685;49197;49487;51659;62096;68703;71173;79548;81463		
P38117	P38117	10	10	10	Electron transfer flavoprotein subunit beta	ETFB	sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3	1	10	10	10	9	10	9	10	9	10	54.1	54.1	54.1	27.843	255	255	1.57	16	21	0	51.474	859950	996450	1178300	945550	1404700	1126700	815130	990380	1217500	961790	1396200	1097800	43	43	43	43	43	43	365710	510600	481750	486410	656700	526680	494250	485850	696510	459130	747990	599990	347050	501460	509090	487070	654700	513170	468080	488920	708410	474720	741550	584600	21	21	21	21	21	21	22	22	22	22	22	22	51	54.1	2594200000	1233700000	1360600000	43				1166	6013;7469;9612;11294;15209;16127;16710;19490;21463;23675	True;True;True;True;True;True;True;True;True;True	6009;7468;9617;11306;15232;16156;16740;19515;21492;23699	17040;17041;21027;21028;21029;21030;21031;27226;27227;27228;32378;32379;32380;32381;32382;32383;43772;43773;46356;46357;47963;47964;47965;47966;47967;47968;47969;47970;55784;55785;55786;55787;55788;55789;61015;67065;67066	17576;17577;21625;21626;21627;21628;21629;28036;28037;28038;28039;28040;28041;28042;28043;33370;33371;33372;33373;33374;33375;45246;45247;47913;47914;49541;49542;49543;49544;49545;49546;49547;49548;49549;57545;57546;57547;57548;57549;57550;62848;69057;69058	17577;21628;28039;33373;45247;47913;49541;57545;62848;69057		
P38159;O75526	P38159	15;2	15;2	3;0	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed	RBMX	sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3	2	15	15	3	13	14	13	14	3	3	34.8	34.8	7.4	42.331	391	391;392	1.49	25	24	0	41.771	532610	559500	633120	590650	718930	673640	504590	558560	659020	591390	722470	652840	13	13	13	13	13	13	199900	277140	237360	296950	291240	254850	332710	282360	395760	293700	427690	418780	189690	271930	254720	291540	294620	247540	314890	286630	404300	299850	427860	405290	6	6	6	6	6	6	7	7	7	7	7	7	29.7	32.7	1485500000	626840000	858670000	13				1167	3774;4598;4600;4602;4821;4845;9258;10064;14971;20975;21623;21777;25777;25889;28069	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3762;4590;4592;4594;4813;4837;9260;10070;14992;21001;21652;21805;25806;25918;28105	10565;10566;10567;10568;12959;12960;12961;12962;12964;12965;12972;12973;12974;12975;13612;13659;13660;13661;26168;26169;26170;26171;28523;28524;28525;28526;43020;59674;59675;59676;59677;59678;61418;61419;61420;61421;61806;61807;61808;73167;73480;73481;73482;73483;73484;73485;79820;79821;79822	10842;10843;10844;10845;13366;13367;13368;13369;13371;13372;13379;13380;13381;13382;14031;14078;14079;14080;14081;26951;26952;26953;26954;29363;29364;29365;29366;29367;29368;29369;44450;61488;61489;61490;61491;61492;63255;63256;63257;63258;63647;63648;63649;75333;75651;75652;75653;75654;75655;75656;82263;82264;82265	10845;13369;13371;13382;14031;14078;26954;29365;44450;61488;63256;63648;75333;75656;82265		
P38432	P38432	3	3	3	Coilin	COIL	sp|P38432|COIL_HUMAN Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1	1	3	3	3	1	3	1	3	1	3	4	4	4	62.608	576	576	2		4	0	10.036	55202	56303	65809	62369	69969	68385	52290	56330	68397	62226	70621	66186	4	4	4	4	4	4	13612	12109	8372.8	12563	10380	8387	41591	44193	57436	49806	59588	59998	12885	12134	9225.3	12202	10565	8169.6	39404	44196	59171	50024	60056	58016	1	1	1	1	1	1	3	3	3	3	3	3	1.4	4	38959000	6532100	32427000	4				1168	2384;2385;6725	True;True;True	2371;2372;6722	6757;6758;18997;18998	6961;6962;19571;19572	6961;6962;19572		
P38606	P38606	15	15	15	V-type proton ATPase catalytic subunit A	ATP6V1A	sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2	1	15	15	15	14	14	14	14	14	14	30.5	30.5	30.5	68.303	617	617	1.38	28	17	0	60.183	805780	794040	831960	871020	939610	844280	763130	794630	873750	863890	947400	819330	45	45	45	45	45	45	413430	416350	344250	458780	420350	352610	392350	377680	487710	412240	519260	491660	391590	414840	371520	448510	426050	343010	371540	379780	502230	415380	521360	476320	22	22	22	22	22	22	23	23	23	23	23	23	29.3	27.7	1135600000	516620000	619000000	45				1169	2594;3070;6084;8627;9951;10901;12902;14304;14452;15410;16123;21834;25194;26093;26154	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2580;3056;6080;8628;9956;10911;12920;14324;14473;15434;16152;21862;25221;26124;26185	7330;7331;7332;7333;7334;7335;8637;8638;8639;17235;17236;17237;17238;17239;17240;24370;24371;24372;28188;28189;31076;31077;37277;37278;41080;41081;41082;41520;44352;46346;46347;46348;46349;46350;46351;61957;61958;61959;61960;71399;71400;74093;74094;74279;74280	7546;7547;7548;7549;7550;7551;8889;8890;8891;17775;17776;17777;17778;17779;17780;25122;25123;25124;29016;29017;32029;32030;38489;38490;42431;42432;42433;42886;45841;47903;47904;47905;47906;47907;47908;63798;63799;63800;63801;73496;73497;76272;76273;76460;76461	7551;8891;17776;25123;29017;32029;38490;42433;42886;45841;47906;63801;73497;76272;76460		
P38646	P38646	42	42	41	Stress-70 protein, mitochondrial	HSPA9	sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2	1	42	42	41	38	41	38	41	37	40	63.9	63.9	62.9	73.68	679	679	1.5	110	112	0	223.87	5758100	6598000	7521700	6974000	8662600	6874300	5457600	6557500	7824900	6989800	8658200	6700600	229	229	229	229	229	229	2174900	3562000	2986300	3816700	4061600	2998500	3583200	3036000	4535300	3157300	4601000	3875700	2066400	3471300	3214900	3753100	4076200	2931000	3391200	3086200	4610100	3236700	4582000	3769600	116	116	116	116	116	116	113	113	113	113	113	113	61.6	62.9	25376000000	11600000000	13777000000	234				1170	1767;2038;2292;2945;3324;4280;4421;4524;5378;5890;5891;5892;6587;6971;6972;7071;7224;8966;13268;14024;15507;15705;17219;17407;17634;18127;19194;19433;19562;21426;21494;21761;23030;23315;25080;25786;26259;26321;26487;27070;27980;28067	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1759;2031;2283;2931;3311;4271;4412;4515;5374;5886;5887;5888;6583;6968;6969;7068;7221;8968;13287;14044;15531;15730;17249;17433;17434;17659;18149;19219;19458;19587;21455;21523;21790;23056;23339;25107;25815;26290;26353;26520;27104;28016;28103	4992;4993;4994;4995;4996;5766;5767;5768;5769;5770;5771;5772;5773;6542;6543;6544;6545;6546;6547;6548;6549;8296;8297;8298;8299;8300;8301;8302;8303;8304;8305;8306;8307;9256;9257;9258;9259;9260;12140;12141;12142;12143;12500;12501;12502;12503;12751;12752;12753;15231;15232;16668;16669;16670;16671;16672;16673;16674;16675;16676;16677;16678;16679;16680;16681;16682;18648;18649;18650;18651;19636;19637;19638;19639;19640;19641;19642;19643;19644;19645;19875;19876;20295;20296;20297;20298;20299;20300;20301;20302;25313;25314;25315;25316;25317;25318;25319;38270;38271;38272;38273;38274;38275;40376;44669;45198;45199;45200;45201;45202;45203;45204;45205;49443;49444;49938;49939;49940;49941;49942;49943;49944;49945;49946;49947;50518;50519;50520;50521;50522;50523;50524;51861;51862;51863;51864;51865;51866;51867;51868;51869;51870;54986;54987;54988;55629;55630;55631;55632;55633;55634;55976;55977;55978;55979;55980;55981;60914;61105;61106;61107;61108;61109;61110;61111;61112;61772;61773;61774;61775;61776;61777;65301;65302;65303;65304;65305;65306;65307;65308;65309;65310;66057;66058;66059;66060;66061;71109;71110;71111;71112;71113;71114;71115;71116;73184;73185;73186;73187;73188;73189;74601;74602;74603;74791;74792;74793;74794;74795;74796;75321;75322;75323;76931;76932;76933;76934;76935;76936;79546;79813;79814	5159;5160;5161;5162;5163;5940;5941;5942;5943;5944;5945;5946;5947;5948;6746;6747;6748;6749;6750;6751;6752;6753;8537;8538;8539;8540;8541;8542;8543;8544;8545;8546;8547;8548;9514;9515;9516;9517;9518;12534;12535;12536;12537;12896;12897;12898;12899;13148;13149;13150;15694;15695;17198;17199;17200;17201;17202;17203;17204;17205;17206;17207;17208;17209;17210;17211;17212;17213;19221;19222;19223;19224;20220;20221;20222;20223;20224;20225;20226;20227;20228;20229;20463;20464;20888;20889;20890;20891;20892;20893;20894;20895;26078;26079;26080;26081;26082;26083;26084;26085;26086;39521;39522;39523;39524;39525;39526;39527;41719;46184;46722;46723;46724;46725;46726;46727;46728;46729;46730;46731;46732;46733;46734;46735;46736;46737;46738;51062;51063;51568;51569;51570;51571;51572;51573;51574;51575;51576;51577;52159;52160;52161;52162;52163;52164;52165;53535;53536;53537;53538;53539;53540;53541;53542;53543;53544;53545;56738;56739;56740;57390;57391;57392;57393;57394;57395;57738;57739;57740;57741;57742;57743;62747;62940;62941;62942;62943;62944;62945;62946;62947;63613;63614;63615;63616;63617;63618;67255;67256;67257;67258;67259;67260;67261;67262;67263;67264;68018;68019;68020;68021;68022;73205;73206;73207;73208;73209;73210;73211;73212;75350;75351;75352;75353;75354;75355;76785;76786;76787;76999;77000;77001;77002;77003;77004;77553;77554;77555;79195;79196;79197;79198;79199;79200;81982;82256;82257	5161;5944;6748;8537;9518;12536;12899;13149;15695;17201;17207;17211;19222;20221;20229;20464;20889;26082;39522;41719;46184;46735;51062;51570;52159;53536;56739;57394;57738;62747;62946;63614;67261;68019;73211;75354;76787;76999;77555;79198;81982;82257	76	596
P38919	P38919	19	16	16	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4	1	19	16	16	17	18	15	15	15	15	56.4	50.6	50.6	46.871	411	411	1.45	37	30	0	76.747	1393900	1487600	1552800	1508400	1759300	1489600	1320700	1482000	1626300	1505300	1765500	1448500	66	66	66	66	66	66	685470	788210	670690	814820	822990	674320	708460	699390	882090	693620	936300	815260	649720	780040	719080	801600	829960	656510	670970	701940	907260	703660	935560	792010	32	32	32	32	32	32	34	34	34	34	34	34	49.9	51.8	3401300000	1613700000	1787600000	67				1171	2505;3844;4733;6266;6911;7326;7871;9682;9755;9809;10236;13645;14096;14693;19781;20905;25772;25822;26558	True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;False;True;True	2491;3832;4725;6262;6908;7324;7871;9687;9760;9814;10242;13664;14116;14714;19806;20931;25801;25851;26591	7065;7066;7067;7068;10771;10772;10773;10774;10775;13338;13339;17765;17766;17767;17768;17769;19476;19477;20575;20576;20577;20578;20579;20580;20581;22132;22133;22134;22135;22136;27426;27427;27428;27429;27430;27431;27432;27433;27434;27435;27626;27803;29025;29026;29027;29028;39346;39347;39348;39349;39350;39351;39352;39353;39354;40556;40557;40558;40559;40560;42253;42254;42255;42256;42257;42258;42259;56530;56531;59485;59486;59487;59488;59489;59490;59491;59492;73159;73295;73296;75501;75502;75503	7272;7273;7274;7275;11050;11051;11052;11053;11054;13751;13752;18314;18315;18316;18317;18318;20059;20060;21169;21170;21171;21172;21173;21174;21175;22745;22746;22747;22748;22749;28245;28246;28247;28248;28249;28250;28251;28252;28253;28254;28446;28625;29888;29889;29890;29891;40658;40659;40660;40661;40662;40663;40664;40665;40666;41901;41902;41903;41904;41905;43680;43681;43682;43683;43684;43685;43686;58293;58294;61294;61295;61296;61297;61298;61299;61300;61301;75325;75463;75464;77735;77736;77737	7274;11054;13752;18315;20060;21169;22746;28247;28446;28625;29890;40659;41901;43680;58293;61299;75325;75463;77735		
P39019	P39019	9	9	9	40S ribosomal protein S19	RPS19	sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2	1	9	9	9	8	8	8	8	8	8	40	40	40	16.06	145	145	1.3	23	10	0	21.51	681590	801510	855450	752990	991730	862680	646120	794750	891680	758480	991720	838110	33	33	33	33	33	33	327420	466120	424050	448330	493130	419040	354170	335390	431400	304660	498600	443640	310760	457190	449640	444830	496050	407440	335360	337560	442040	313650	495670	430670	17	17	17	17	17	17	16	16	16	16	16	16	38.6	35.9	2438700000	1164000000	1274800000	33				1172	4390;4768;6258;9378;11029;13742;16832;21468;26615	True;True;True;True;True;True;True;True;True	4381;4760;6254;9382;11039;13761;16862;21497;26648	12419;13457;13458;13459;13460;13461;17733;17734;17735;17736;17737;17738;17739;17740;26592;26593;31508;39625;39626;39627;39628;48305;48306;48307;48308;61034;61035;61036;61037;61038;61039;75655;75656	12815;13873;13874;13875;13876;13877;18282;18283;18284;18285;18286;18287;18288;18289;27386;27387;32470;40949;40950;40951;40952;49890;49891;49892;49893;62867;62868;62869;62870;62871;62872;77893;77894	12815;13876;18283;27387;32470;40950;49890;62870;77893		
